name,munsell,description,rgb,systemcolorname
テラコッタ,7.5R 4.5/8,イタリア語で「焼いた土」の意味だが、素焼きの陶器などの色のこともいう。テラコッタは古くから用いられていたが、それが英語の色名に取り入れられたのは19世紀の終わり頃のこと。比較的新しい色名である。,#AC5647,くすんだ黄みの赤
バーントシェンナ,10R 4.5/7.5,イタリアのトスカナ地方は美しい土の採掘場として昔から知られていた。 その中心都市がシエナで、そこから名づけられたシェンナ土を焼いて赤みのある褐色絵の具にしたものをパーントシェンナと呼び、その絵の具のような色をいう色名。,#A8593C,くすんだ黄赤
ローシェンナ,4YR 5/9,美しい土の採掘場として昔から有名なイタリアのトスカナ地方。そこの土はその中心都市シエナの名前で呼ばれ、絵の具の原料として用いられた。フレスコ画には重要な絵の具で、その色名がローシェンナ。ロ一は「そのまま」という意味。,#BB6421,つよい黄赤
タン,6YR 5/6,カシ、ナラなどの樹皮から採取した汁はタンニン酸を含み、獣皮をなめすのに使用された。そのなめし革がタン革であり、その色がタンと呼ばれた。16世紀にはすでに英語の他名として記録されている。,#A56F3F,くすんだ黄赤
エクルベイジュ,7.5YR 8.5/4,エクルもペイジュもフランス語。エクルは「さらしていない」「生の」という意味。ペイジュも未加工の羊毛のような色のことで、二つあわせても生成りの色ということ。それが19 世紀にファッションカラーとなり、流行色の色名になった。,#F8CFAE,うすい赤みの黄
ゴールデンイエロー,7.5YR 7/10,ルネッサンス初期の絵画では聖人を表す光輪は金粉を使った絵の具で描かれていたが、盛期には黄金の輝きに黄の絵の具が使われた。ゴールドもイエローも語源は同じだが、16世紀頃に金色を感じさせる黄をこの名で呼ぶようになった。,#F39A38,つよい赤みの黄
アンバー,8YR 5.5/6.5,アンバー(amber)は琥珀のこと。この色が琥珀そのものからつくられたわけではなく、琥珀のような色のことをいう。16世紀末にはすでに英語の色名になっていた。日本の琥珀色より、はるかに古いのは宝石文化の違いである。,#B37D40,くすんだ赤みの黄
バーントアンバー,10YR 3/3,アンバー (umber)はイタリアのウンプリア地方の英語名といわれる。 トスカナと並んでウンブリアの土も色が美しく、天然の顔料として西洋諸国で有名だった。その土を焼いて暗褐色にした絵の具の色で、画家のパレットには欠かせないものだった。,#5B462A,ごく暗い赤みの黄
ローアンバー,2.5Y 4/6,アンバー (umber)は絵の具の原料に使われるイタリアのウンプリア地方の土のこと。ローは「そのまま」という意味。その土の色あいが欧米各国でも好まれるようになり、英語の色名になった。特に英米では家の壁の色によく用いられる。,#7F5C13,暗い黄
ネーブルスイエロー,2.5Y 8/7.5,「ナポリの黄」という意味。ネーブルスはイタリアのナポリの英語名。中世にはナポリで用いられていたというこの黄の絵の具は、ナポリ湾岸のヴェスヴィアス火山の鉱物からつくられたと信じられていたので、この名で知られることになった。,#F2C26B,つよい黄
ジョンブリアン,5Y 8.5/14,フランス語で「輝かしい黄色」を意味する色名。中世にナポリの黄として知られていた絵の具に代わって、 新しい黄の絵の具がつくられるようになり、それにこの色名が与えられた。今は鮮やかな黄を示す。,#FFCC00,あざやかな黄
シャトルーズグリーン,4GY 8/10,フランスのシャトルーズ修道院でつくられたリキュールが色名の起源。 このリキュールには黄色と緑色のものがあり、その緑色のような色を表す。色名はリキュールができた時代よりも新しく、20世紀初頭の流行色の色名である。,#BDD458,明るい黄緑
リーフグリーン,5GY 6/7,リーフは葉のことで、木の葉の縁という意味の色名。草色のグラスグリーンとともに自然の気を表すわかりやすい色名の代表的なものである。しかし、草色ほど古くからある色名ではなく、19世紀の新しい名称とされている。,#879D4E,つよい黄緑
グラスグリーン,5GY 5/5,英語の色名としては最古のものの一つ。8世紀以前にはすでに知られていたらしい。グラスは草の意味。 日本語の準色は雑草の色だが、英語のグラスグリーンはどうやら牧草の色らしい。メドウグリーンなど、よく似た色の色名がほかにもある。,#7b8d41,くすんだ黄緑
アップルグリーン,10GY 8/5,日本でリンゴといえば赤だが、英語のアップルはグリーンの色名になっている。この色名が使われ始めた頃は、リンゴといえば縁だったのだろう。アダムとイヴが蛇の誘惑に負けて手にするリンゴも、絵画作品では青リンゴになっているものが多い。,#B0D3A8,やわらかい黄みの緑
ミントグリーン,2.5G 7.5/8,ミントとはハッカのこと。この色はハッカの油からつくった酒の色といわれている。西洋ハッカのペパーミントやハッカのスペアミントといったら名もあるが、どちらも緑色を表す。すべて20世紀初の色名で歴史は浅い。,#81CC91,明るい緑
マラカイトグリーン,4G 4.5/9,マラカイト、日本語で孔雀石と呼ばれる鉱石からつくられた緑色の色名。古代エジプトではすでにこの色が知られていて、エジプト人がを守るまじないにこの緑色を目のまわりに塗ったのがアイラインの始まりだという。,#008047,こい緑
ボトルグリーン,5G 2.5/3,酒の輸送に使われるのが樽からガラスのボトルとコルク栓に変わったのは17世紀になってから。そのボトルには緑のガラスが使用された。それが薬瓶などにも普及して緑色の瓶の色が色名になったのは19世紀初め。,#264435,ごく暗い緑
ピーコックグリーン,7.5BG 4.5/9,孔雀の羽の緑色のような色の色名。 本来、ピーコックはブルーの色名で 16世紀の終わりから使用されていた。19世紀にグリーンも色名になったが、どちらで呼ぶのが正しいと決めることはできない。現在はブルーとグリーンの両方が用いられている。,#007F91,あざやかな青緑
ナイルブルー,10BG 5.5/5,1880年代にナイル川の名前がつく色名が登場した。ナイルブルーが先で、その後、ナイルグリーンが色名になった。ナイルが青や緑の川として美化されて記憶されたのだろう。 アメリカの色名辞典ではグリーンのほうが太字で書かれている。,#5190A4,くすんだ青緑
セルリアンブルー,9B 4.5/9,16世紀に英語の色名になったセルリアンはスカイブルーの一種だった。ところが19世紀に錫酸コバルト化合物からつくられた美しい青の絵の具が工場生産されるようになり、 その色にセルリアンブルーの色名が与えられた。,#0B74AF,あざやかな青
サックスブルー,1PB 5/4.5,サックスはドイツ東部の州であるザクセンの英語名。「サクソン人の青」という意味。藍染めの名前として広く一般に用いられるようになり、 主に繊維製品のための色名となった。,#627DA1,くすんだ青
ミッドナイトブルー,5PB 1.5/2,真夜中の青という意味の、暗い紺色を表す商業的な色名として成功したものの一つ。20世紀初めに登場した流行色の色名である。それまでよく知られていたネービーブル ―よりも暗い紺色の色名として広く用いられるようになった。,#00152D,ごく暗い紫みの青
ウイスタリア,10PB 5/12,ウイスタリアは藤の英語名。19世紀末にこの色の化学染料ができたために出現した色名である。同じ藤の花の色を語源とする色に藤色があるが、藤色は明るい青紫。ウイスタリアは鮮やかな青紫で微妙に違う。,#776ED2,あざやかな青紫
ライラック,6P 7/6,ライラックの花の色からとられた薄紫の色名。英語の色名として定着したのは、1775年前後とされているが、この時代は紫や赤紫の化学染料がまだ発見されていない。単にライラックの花のような色という一般的な色名だったと考えられる。,#C2A2DA,やわらかい紫
スレートグレイ,2.5PB 3.5/0.5,西洋諸国で屋根の瓦として使われる、粘板岩の薄板がスレート。この色名はグレイで、暗い灰色を表すが、スレートのカラーにはほかにもブルー、ブラック、バイオレット、オリーブ、パープルなどいろいろバリエーションがある。,#56555E,暗い灰色
ランプブラック,N1,人類が発見した真っ黒な黒色絵の具の原料は、炭素そのもののような煤である。ランプブラックはランプの油を燃焼させてできた煤からとられた黒。炭素の黒のカーポンブラックの同類である。昔からこれに勝る黒はなかなかほかには見つからなかった。,#1C1C1C,黒
桜色（さくらいろ）,10RP 9/2.5,満開の山桜の花のような淡いピンクの色名。平安時代を通じて最も愛好された色名であり、「古今和歌集」にも登場している。この時代以降、桜色は詩歌の中に定着した。 染色の色名としては紅染めの中で最も淡い色調の色が桜色と呼ばれている。,#FFDBED,ごくうすい紫みの赤
珊瑚色（さんごいろ）,2.5R 7/11,珊瑚にはさまざまな色があるが、装飾品などで特に珍重されたのがビンク系とされる。そのため明るい赤の色名になった。絵の具の色名として珊瑚珠色が古くから知られていたが、後に珊瑚色という色名として慣用されるようになった。,#FF87A0,明るい赤
紅梅色（こうばいいろ）,2.5R 6.5/7.5,紅梅の花のようなピンクの色名。 平安時代には冬から春にかけての色として愛好された。色が豊富な春の盛りには、紅梅色はややくどいと感じられたのか、清少納言は「すさまじき」色とし、見飽きのする色とも述べている。,#E08899,やわらかい赤
茜色（あかねいろ）,4R 3.5/11,茜は日本の山野にも自生するつる草。その根を原料とする染料で染めた濃い赤を表す色名。茜色に照りはえる、という意味の枕詞「あかねさす」は、「万葉集」にも用いられた。日本で最古の植物染料の一つとして知られる。,#A0283A,こい赤
朱色（しゅいろ）,6R 5.5/14,硫化水銀を原料とする銀朱の色を表す色名。人造朱の銀朱の色は、 東洋で印鑑の朱肉の色として知られる。これで押した印を朱印といい。 天子の朱印は絶大な権威の象徴で、江戸時代に将軍だけが発行する公文書を朱印状といった。,#ED514E,あざやかな黄みの赤
煉瓦色（れんがいろ）,10R 4/7,れんがにはいろいろな色調のものがあるが、代表的なのは赤れんがの色。英語の色名でも「赤れんが色」を意味するブリックレッドが古い。日本人がこの色名になじむようになったのは明治の文明開化以降のこと。,#974E33,暗い黄赤
栗色（くりいろ）,2YR 3.5/4,栗の実の表皮のような色のこと。 「栗皮色」という別名もあるが、これらは中世から近世にかけての呼び方。平安時代は「落栗(おちぐり)」 という名称で、秋の色目だった。,#754C38,暗い灰みの黄赤
山吹色（やまぶきいろ）,10YR 7.5/13,山吹の花のような鮮やかな黄を表す色名。黄色の花から名づけられた伝統的な色名は山吹色くらいしかない。平安文学では黄の色相を代表する色名で、後には黄金の大判、小判の形容になった。,#FFA500,あざやかな赤みの黄
黄土色（おうどいろ）,10YR 6/7.5,日本画の黄土は水酸化鉄を含む泥土からつくられた絵の具。天然の土である黄土の色の色名でもあるが、黄土は地球の北半球のほとんどでみられる。英語の色名ではイエローオーカーになる。,#C18A39,くすんだ赤みの黄
芥子色（からしいろ）,3Y 7/6,おでんなどでよく使われる練りからしの色で、ややくすんだ黄である。 練りからしは、カラシナの種子を粉にして練ったもの。英語ではマスタードやマスタードイエローと呼ばれるが、これらの色名はJIS規格にはない。,#CDA966,やわらかい黄
鶯色（うぐいすいろ）,1GY 4.5/3.5,鷺の羽毛のような暗い黄緑色の色名。日本語の色名には動物の毛皮から名づけられた色名は少ない。 が、江戸時代になると身近な鳥の羽毛の色を表す色名がよく見られるようになる。この鶯色もその一つである。,#71714A,くすんだ黄緑
萌黄（もえぎ）,4GY 6.5/9,春に芽吹く若葉のような黄緑色を表す伝統的な色名。萌葱とも書く。 平安時代以来、新鮮さ、若々しさを象徴する黄緑色の代表的な色名だったので、今後とも後の世代に伝えていきたい色名の一つである。,#96AA3D,つよい黄緑
若竹色（わかたけいろ）,6G 6/7.5,竹の幹の緑を表す色名の中でも若い竹の色を表現している。成長した竹の色は青竹色、老竹色(おいたけいろ)はくすんだ緑色である。若竹色の色名は化学染料の時代になってからのもののようである。,#49A581,つよい緑
松葉色（まつばいろ）,7.5GY 5/4,松葉色は文字通り、松の葉のような色のこと。常緑樹である松は一年を通して緑が絶えないことから、 日本では長寿の象徴と考えられている。正月の松飾りに用いられるように、縁起のよいもの、おめでたい物として松は使われるが、松の緑は特におめでたい色とされてきた。,#6E815C,くすんだ黄緑
青磁色（せいじいろ）,7.5G 6.5/4,中国の唐の時代につくられた青磁は、平安時代に日本にも知られて 「秘色(ひそく)」と呼ばれていた。その青い磁器の肌のような色の染色の色名が後に青磁色と呼ばれるようになった。,#80AA9F,やわらかい青みの緑
浅葱色（あさぎいろ）,2.5B 5/8,染色の色名としては青と緑の中間色相を表す。平安時代に薄い黄染めを表す浅黄という色名があり、紛らわしいとされた。浅葱色は葱(ねぎ)の若芽のような色という意味。 葱の色より青寄りの色で、明るい藍染めの色の色名として用いられた。,#0087AA,あざやかな緑みの青
空色（そらいろ）,9B 7.5/5.5,天候により空の色はさまざまに変わるが、これは晴天の青空の色を表す色名。英語ではスカイブルー。 多くの言語で明るい青は空の色と呼ばれている。古くから一般的な色名として知られている色である。,#95C0EC,明るい青
藍色（あいいろ）,2PB 3/5,藍染めの起源は神話、伝説の時代にさかのぼるほど古く、藍は人類最古の植物染料といわれる。日本ではタデアイ (蓼藍)が用いられてきた。 19世紀末に藍染めは化学染料になるが、その色と色名は昔のまま藍色、インディゴで通用する。,#2E4B71,暗い青
瑠璃色（るりいろ）,6PB 3.5/11,古代インドや中国で珍重された、青い宝石の瑠璃のような色を表す。 平安初期にはこの色名が生まれている。瑠璃は仏教では七宝の一つにあげられる。おそらく瑠璃は青い宝石ラピスラズリのことである。,#3451A4,こい紫みの青
杜若色（かきつばたいろ）,7PB 4/10,アヤメ科の植物であるカキツバタの花のような色のこと。5~6月の初夏に咲く花で、花の色は一般的に青紫とされることが多い。この花の汁を擦りつけて布を染めていたことから、古くは「書きつけ花」と呼ばれており、それが転じて杜若(かきつばた)となったといわれる。,#4C5DAB,あざやかな紫みの青
桔梗色（ききょういろ）,9PB 3.5/13,桔梗の花のような青紫色の伝統的な色名。昔は「きかういろ」とも呼ばれたそうである。近世では染色の色名として用いられてきた。旧暦の初秋の気配を感じさせる色名の一つである。,#4A49AD,こい青紫
群青色（ぐんじょういろ）,7.5PB 3.5/11,青の集まりを意味する伝統的な色名。群青は藍銅鉱(らんどうこう)という鉱物を原料とする、日本画の代表的な青色絵の具の色名であるが、そのような色のことも群青色という。一般にもよく知られた色名である。,#414FA3,こい紫みの青
茄子紺（なすこん）,7.5P 2.5/2.5,黒に近い紫色から連想されるものはやはり茄子しかない。英語でも茄子を意味するエッグプラントが色名である。染色の色名であるが、近代になって流行した色名といわれている。,#47384F,ごく暗い紫
菖蒲色（あやめいろ）,10P 6/10,アヤメ科のハナアヤメの花の色である。アヤメの名は美しい文目(あやめ) があるところからきている。漢字で書くと菖蒲色となるが、同じ漢字を書くしょうぶ色はサトイモ科の多年草の花のことで、あざやかな青みの紫を表す。,#C27BC8,明るい赤みの紫
牡丹色（ぼたんいろ）,3RP 5/14,牡丹の花には白、紅、紫、黄などがあるが、牡丹色は紫がかった紅色の花のような色をいう。化学染料が出現する以前の伝統的な色名で、マゼンタのような華やかな赤紫色を表す和色名はこの牡丹色しかない。,#C24DAE,あざやかな赤紫
生成り色（きなりいろ）,10YR 9/1,何も加工しない生地のままの繊維の色を表したごく新しい色名。素朴な自然志向の時代風潮から、自然素材の色に近いこの色の色名が一般化した。,#F0E2E0,赤みを帯びた黄みの白
ワインレッド,10RP 3/9,赤ワインのような色を表す英語の色名。ワインの歴史は非常に古いが、英語でこい紫みの赤の色調を表現する色名になったのは18世紀のことで比較的新しく、その当初からワインカラーといえば赤ワインの色のことであった。,#83274E,こい紫みの赤
ボルドー,2.5R 2.5/3,英語のワインレッドという色名ができる200年前から、赤ワインの色を表すクラレットという色名が使われていた。これはフランスのボルドー産赤ワインのことだが、19世紀にはボルドーが国際的に通用する色名となった。,#55353B,ごく暗い赤
ベビーピンク,4R 8.5/4,欧米で乳幼児服の標準色として、 習慣的に用いられているピンク。色名としては比較的新しい。軟らかな雰囲気の色調で、日本でもベビー服の定番カラーとしてよく用いられるが、化粧品のカラーラインナップなどでも見られる色である。,#FFC9D2,うすい赤
カーマイン,4R 4/14,日本の真紅は紅花染めだが、西洋の真紅は中南米のサボテンに寄生する介殻虫(かいがらむし)のコチニールから採取された動物性染料の赤。 コロンブスの新大陸発見によってヨーロッパにもたらされた。16世紀から色名になったとされる。,#BE1E3E,あざやかな赤
バーミリオン,6R 5.5/14,硫化水銀を原料とする人造朱の銀朱の色を表す色名。人造朱は9世紀頃のアラビアの錬金術師の発見ともいわれる。16世紀の終わりには安上がりのイミテーションの朱色が登場したというが、どれも色名はバーミリオンであった。,#ED514E,あざやかな黄みの赤
スカーレット,7R 5/14,英語の色名としては13世紀には誕生していた。中世ラテン語のスカルラトゥム、さらにさかのぼればベルシャ語の織物の名前だったといわれている。日本語の緋色(ひいろ)に相当するとされる。,#DE4335,あざやかな黄みの赤
サーモンピンク,8R 7.5/7.5,18世紀にできた色名。魚の切り身の色として最も特徴があるのはやはり鮭(さけ)の身の色である。ほかに魚の身の色からとられた色名は、まず見当たらない。,#FFA594,やわらかい黄みの赤
チョコレート,10R 2.5/2.5,コロンブスがカカオ豆をスペインにもち帰ったのは1502年。ヨーロッバ人の好みにあうようになったのは 17世紀後半で、18世紀前半に色名としても使われるようになった。 黒に近い色を表す色名になったのは20世紀の初めである。,#52372F,ごく暗い黄赤
ピーチ,3YR 8/3.5,日本語の桃色は花の色を表す色名。英語のピーチ、仏語のベッシュは、どちらも桃の果肉の色を表す色名で、桃色とは色がまるで違う。色名は16世紀の終わり頃から用いられるようになった。,#EBC0AF,明るい灰みの黄赤
マリーゴールド,8YR 7.5/13,マリーゴールドの花のような色を表す、英米ではポピュラーな伝統的な色名。色名になったのは17世紀半ば頃。いわば西洋の山吹色であるが、色名にゴールドを含むこの色と、 小判の形容になる山吹色が共通過するのは黄金の色の連想である。,#FFA000,あざやかな赤みの黄
ベージュ,10YR 7/2.5,ベージュは13世紀頃のフランス語で未加工、未漂白、未染色の毛織物の色の名前であった。その前はイタリア語でつめものの綿くずのことだったとも。それが19世紀には流行色の色名として、高級な色のシンボルとされるようになった。,#C1AB96,明るい灰みの赤みを帯びた黄
セピア,10YR 2.5/2,イカが墨を出す墨汁嚢(のう)からつくった古代の絵の具の名前であった。もとはギリシャ語で、ラテン語を経由して英語の色名として定着した。イカ墨は古代には文字を書くインクとして広く用いられたが、今は化学製品になっている。,#4A3B2A,ごく暗い赤みの黄
カーキー,1Y 5/5.5,19世紀半ば、インドに駐在していたイギリスの部隊が、この色の軍服を採用し、現地の言葉のカーキーをその色の名にしたとのこと。ミリタリーカラーの始まりである。カーキーはペルシャ語、ヒンディー語でちり、ほこりのようなという意味。,#9A753A,くすんだ赤みの黄
