name,munsell,description,rgb,systemcolorname
ローアンバー,2.5Y 4/6,アンバー (umber)は絵の具の原料に使われるイタリアのウンプリア地方の土のこと。ローは「そのまま」という意味。その土の色あいが欧米各国でも好まれるようになり、英語の色名になった。特に英米では家の壁の色によく用いられる。,#7F5C13,暗い黄
ボトルグリーン,5G 2.5/3,酒の輸送に使われるのが樽からガラスのボトルとコルク栓に変わったのは17世紀になってから。そのボトルには緑のガラスが使用された。それが薬瓶などにも普及して緑色の瓶の色が色名になったのは19世紀初め。,#264435,ごく暗い緑
ミッドナイトブルー,5PB 1.5/2,真夜中の青という意味の、暗い紺色を表す商業的な色名として成功したものの一つ。20世紀初めに登場した流行色の色名である。それまでよく知られていたネービーブル ―よりも暗い紺色の色名として広く用いられるようになった。,#00152D,ごく暗い紫みの青
スレートグレイ,2.5PB 3.5/0.5,西洋諸国で屋根の瓦として使われる、粘板岩の薄板がスレート。この色名はグレイで、暗い灰色を表すが、スレートのカラーにはほかにもブルー、ブラック、バイオレット、オリーブ、パープルなどいろいろバリエーションがある。,#56555E,暗い灰色
煉瓦色（れんがいろ）,10R 4/7,れんがにはいろいろな色調のものがあるが、代表的なのは赤れんがの色。英語の色名でも「赤れんが色」を意味するブリックレッドが古い。日本人がこの色名になじむようになったのは明治の文明開化以降のこと。,#974E33,暗い黄赤
栗色（くりいろ）,2YR 3.5/4,栗の実の表皮のような色のこと。 「栗皮色」という別名もあるが、これらは中世から近世にかけての呼び方。平安時代は「落栗(おちぐり)」 という名称で、秋の色目だった。,#754C38,暗い灰みの黄赤
藍色（あいいろ）,2PB 3/5,藍染めの起源は神話、伝説の時代にさかのぼるほど古く、藍は人類最古の植物染料といわれる。日本ではタデアイ (蓼藍)が用いられてきた。 19世紀末に藍染めは化学染料になるが、その色と色名は昔のまま藍色、インディゴで通用する。,#2E4B71,暗い青
茄子紺（なすこん）,7.5P 2.5/2.5,黒に近い紫色から連想されるものはやはり茄子しかない。英語でも茄子を意味するエッグプラントが色名である。染色の色名であるが、近代になって流行した色名といわれている。,#47384F,ごく暗い紫
ボルドー,2.5R 2.5/3,英語のワインレッドという色名ができる200年前から、赤ワインの色を表すクラレットという色名が使われていた。これはフランスのボルドー産赤ワインのことだが、19世紀にはボルドーが国際的に通用する色名となった。,#55353B,ごく暗い赤
チョコレート,10R 2.5/2.5,コロンブスがカカオ豆をスペインにもち帰ったのは1502年。ヨーロッバ人の好みにあうようになったのは 17世紀後半で、18世紀前半に色名としても使われるようになった。 黒に近い色を表す色名になったのは20世紀の初めである。,#52372F,ごく暗い黄赤
セピア,10YR 2.5/2,イカが墨を出す墨汁嚢(のう)からつくった古代の絵の具の名前であった。もとはギリシャ語で、ラテン語を経由して英語の色名として定着した。イカ墨は古代には文字を書くインクとして広く用いられたが、今は化学製品になっている。,#4A3B2A,ごく暗い赤みの黄
オリーブ,7.5Y 3.5/4,旧約聖書の創世記にすでにオリーブの葉が出てくるように、ヨーロッパ人の生活には不可欠な植物。その実の色を表す英語の色名ができたのは18世紀。アメリカでは黄の色相の暗い色調を分類するための基本的な色名の一つとされることがある。,#605627,暗い緑みの黄
オリーブグリーン,2.5GY 3.5/3,オリープのつく色名は、イエロー、ブラウン、グリーン、グレイなどがあり、 その色域はかなり広いが、17世紀に初めて英語の色名になったのはオリーブグリーンであった。これが生の実の色なのか葉の色のことなのかはわかっていない。,#565838,暗い灰みの黄緑
ネービーブルー,6PB 2.5/4,イギリス海軍の制服の色といえば濃い藍染めの青と決まっていたので、日本でいう紺色は19世紀には英語でネービーブルーの通称で呼ばれていた。今では海軍の色というよりは紺色の一般的な流行色の色名として知られている。,#333C5E,暗い紫みの青
チャコールグレイ,5P 3/1,チャコールは木炭、炭の意味。日本では消炭色(けしずみいろ)ということになるだろう。英語の色名にはチャコールグレイとチャコールプラックがあるが、どちらも同じ色で黒よりわずかに灰色を感じさせる色のことになる。,#4E4854,紫みの暗い灰色
