name,munsell,description,rgb,systemcolorname
常磐色（ときわいろ）,3G 4.5/7,松や杉といった常緑樹の葉のような色を表す色名。常緑樹の葉の色が緑色で年中変わらないところから、永久に変わらない色という美称として用いられた。英語のエバーグリーンの同類である。,#357C4C,こい緑
藤色（ふじいろ）,10PB 6.5/6.5,@の花房の色からとられた@@は、 明るい青紫を表す代表的な色名。平安時代から使われている伝統的な色名で、清少納言の「枕草子」 の一節にも「めでたきもの」の典型として@の花が登場している。,#A09BD8,明るい青紫
煤竹色（すすたけいろ）,9.5YR 3.5/1.5,煤けて赤黒くなった竹のような色を表す。昔は煤払いに竹を用いた。 この煤払い用の竹が煤竹である。青竹や若竹より煤竹のほうが早く色名になったのは庶民生活の身近にあったからといえる。近世初期にすでにこの色名が登場している。,#605448,赤みを帯びた黄みの暗い灰色
ローズピンク,10RP 7/8,変みを帯びたピンク色のバラの花にちなむ色名。ローズという色名は、 花の名からとられた英語の色名としては最古のものとされ、最初はレッドとピンクの両方を表していた。 JISにはローズレッドという色名もある。,#EF93B6,明るい紫みの赤
オールドローズ,1R 6/6.5,イギリスのビクトリア朝でもてはやされた流行色の色名。英語の色名にオールドという形容がつくと、古い、昔の、という連想から、くすんだ色、グレイッシュな色ということになる。つまりややくすんだ灰みのバラ色ということ。,#C97F96,やわらかい赤
ポピーレッド,4R 5/14,@@は日本語ではヒナゲシのこと。 イギリスでは麦畑に自生するありぶれた花らしい。花の色には赤、ピンク、白などがあるが、そのうちの赤い花が英語の色名として選ばれた。 色名になったのは比較的早く、 1705年といわれている。,#DD4157,あざやかな赤
マルーン,5R 2.5/6,スペイン産の大粒の栗の名前がイタリア語でマローネ、フランス語でマロン、さらに英語で@@という色名になった。英語には栗の実の表皮の色のような茶色を表すチェスナットブラウンがあるが、@@はそれより赤みのある色をいう。,#682A2B,暗い赤
リーフグリーン,5GY 6/7,@@は葉のことで、木の葉の縁という意味の色名。草色のグラスグリーンとともに自然の気を表すわかりやすい色名の代表的なものである。しかし、草色ほど古くからある色名ではなく、19世紀の新しい名称とされている。,#879D4E,つよい黄緑
グラスグリーン,5GY 5/5,英語の色名としては最古のものの一つ。8世紀以前にはすでに知られていたらしい。@@は草の意味。 日本語の準色は雑草の色だが、英語の@@はどうやら牧草の色らしい。メドウグリーンなど、よく似た色の色名がほかにもある。,#7b8d41,くすんだ黄緑
アップルグリーン,10GY 8/5,日本でリンゴといえば赤だが、英語の@@は@@の色名になっている。この色名が使われ始めた頃は、リンゴといえば縁だったのだろう。アダムとイヴが蛇の誘惑に負けて手にするリンゴも、絵画作品では青リンゴになっているものが多い。,#B0D3A8,やわらかい黄みの緑
ミントグリーン,2.5G 7.5/8,@@とはハッカのこと。この色はハッカの油からつくった酒の色といわれている。西洋ハッカのペパーミントやハッカのスペアミントといったら名もあるが、どちらも緑色を表す。すべて20世紀初の色名で歴史は浅い。,#81CC91,明るい緑
ウイスタリア,10PB 5/12,@@は藤の英語名。19世紀末にこの色の化学染料ができたために出現した色名である。同じ藤の花の色を語源とする色に藤色があるが、藤色は明るい青紫。@@は鮮やかな青紫で微妙に違う。,#776ED2,あざやかな青紫
ライラック,6P 7/6,@@の花の色からとられた薄紫の色名。英語の色名として定着したのは、1775年前後とされているが、この時代は紫や赤紫の化学染料がまだ発見されていない。単に@@の花のような色という一般的な色名だったと考えられる。,#C2A2DA,やわらかい紫
桜色（さくらいろ）,10RP 9/2.5,満開の山桜の花のような淡いピンクの色名。平安時代を通じて最も愛好された色名であり、「古今和歌集」にも登場している。この時代以降、桜色は詩歌の中に定着した。 染色の色名としては紅染めの中で最も淡い色調の色が桜色と呼ばれている。,#FFDBED,ごくうすい紫みの赤
紅梅色（こうばいいろ）,2.5R 6.5/7.5,@@の花のようなピンクの色名。 平安時代には冬から春にかけての色として愛好された。色が豊富な春の盛りには、@@はややくどいと感じられたのか、清少納言は「すさまじき」色とし、見飽きのする色とも述べている。,#E08899,やわらかい赤
茜色（あかねいろ）,4R 3.5/11,@@は日本の山野にも自生するつる草。その根を原料とする染料で染めた濃い赤を表す色名。@@に照りはえる、という意味の枕詞「あかねさす」は、「万葉集」にも用いられた。日本で最古の植物染料の一つとして知られる。,#A0283A,こい赤
栗色（くりいろ）,2YR 3.5/4,@@の実の表皮のような色のこと。 「栗皮色」という別名もあるが、これらは中世から近世にかけての呼び方。平安時代は「落栗(おちぐり)」 という名称で、秋の色目だった。,#754C38,暗い灰みの黄赤
山吹色（やまぶきいろ）,10YR 7.5/13,@@の花のような鮮やかな黄を表す色名。黄色の花から名づけられた伝統的な色名は@@くらいしかない。平安文学では黄の色相を代表する色名で、後には黄金の大判、小判の形容になった。,#FFA500,あざやかな赤みの黄
芥子色（からしいろ）,3Y 7/6,おでんなどでよく使われる練り@@の色で、ややくすんだ黄である。 練りからしは、カラシナの種子を粉にして練ったもの。英語ではマスタードやマスタードイエローと呼ばれるが、これらの色名はJIS規格にはない。,#CDA966,やわらかい黄
萌黄（もえぎ）,4GY 6.5/9,春に芽吹く若葉のような黄緑色を表す伝統的な色名。@@とも書く。 平安時代以来、新鮮さ、若々しさを象徴する@@色の代表的な色名だったので、今後とも後の世代に伝えていきたい色名の一つである。,#96AA3D,つよい黄緑
若竹色（わかたけいろ）,6G 6/7.5,竹の幹の緑を表す色名の中でも若い竹の色を表現している。成長した竹の色は青竹色、老竹色(おいたけいろ)はくすんだ緑色である。@@の色名は化学染料の時代になってからのもののようである。,#49A581,つよい緑
松葉色（まつばいろ）,7.5GY 5/4,@@は文字通り、松の葉のような色のこと。常緑樹である松は一年を通して緑が絶えないことから、 日本では長寿の象徴と考えられている。正月の松飾りに用いられるように、縁起のよいもの、おめでたい物として松は使われるが、松の緑は特におめでたい色とされてきた。,#6E815C,くすんだ黄緑
浅葱色（あさぎいろ）,2.5B 5/8,染色の色名としては青と緑の中間色相を表す。平安時代に薄い黄染めを表す浅黄という色名があり、紛らわしいとされた。@@は葱(ねぎ)の若芽のような色という意味。 葱の色より青寄りの色で、明るい藍染めの色の色名として用いられた。,#0087AA,あざやかな緑みの青
藍色（あいいろ）,2PB 3/5,藍染めの起源は神話、伝説の時代にさかのぼるほど古く、藍は人類最古の植物染料といわれる。日本ではタデアイ (蓼藍)が用いられてきた。 19世紀末に藍染めは化学染料になるが、その色と色名は昔のまま藍色、インディゴで通用する。,#2E4B71,暗い青
杜若色（かきつばたいろ）,7PB 4/10,アヤメ科の植物である@@の花のような色のこと。5~6月の初夏に咲く花で、花の色は一般的に青紫とされることが多い。この花の汁を擦りつけて布を染めていたことから、古くは「書きつけ花」と呼ばれており、それが転じて@@となったといわれる。,#4C5DAB,あざやかな紫みの青
桔梗色（ききょういろ）,9PB 3.5/13,@@の花のような青紫色の伝統的な色名。昔は「きかういろ」とも呼ばれたそうである。近世では染色の色名として用いられてきた。旧暦の初秋の気配を感じさせる色名の一つである。,#4A49AD,こい青紫
茄子紺（なすこん）,7.5P 2.5/2.5,黒に近い紫色から連想されるものはやはり@@しかない。英語でも@@を意味するエッグプラントが色名である。染色の色名であるが、近代になって流行した色名といわれている。,#47384F,ごく暗い紫
菖蒲色（あやめいろ）,10P 6/10,アヤメ科の@@の花の色である。@@の名は美しい文目があるところからきている。漢字で書くと菖蒲色となるが、同じ漢字を書くしょうぶ色はサトイモ科の多年草の花のことで、あざやかな青みの紫を表す。,#C27BC8,明るい赤みの紫
牡丹色（ぼたんいろ）,3RP 5/14,@@の花には白、紅、紫、黄などがあるが、@@は紫がかった紅色の花のような色をいう。化学染料が出現する以前の伝統的な色名で、マゼンタのような華やかな@@色を表す和色名はこの@@しかない。,#C24DAE,あざやかな赤紫
カーマイン,4R 4/14,日本の真紅は紅花染めだが、西洋の真紅は中南米のサボテンに寄生する介殻虫(かいがらむし)のコチニールから採取された動物性染料の赤。 コロンブスの新大陸発見によってヨーロッパにもたらされた。16世紀から色名になったとされる。,#BE1E3E,あざやかな赤
チョコレート,10R 2.5/2.5,コロンブスがカカオ豆をスペインにもち帰ったのは1502年。ヨーロッバ人の好みにあうようになったのは 17世紀後半で、18世紀前半に色名としても使われるようになった。 黒に近い色を表す色名になったのは20世紀の初めである。,#52372F,ごく暗い黄赤
ピーチ,3YR 8/3.5,日本語の桃色は花の色を表す色名。英語のピーチ、仏語のベッシュは、どちらも桃の果肉の色を表す色名で、桃色とは色がまるで違う。色名は16世紀の終わり頃から用いられるようになった。,#EBC0AF,明るい灰みの黄赤
マリーゴールド,8YR 7.5/13,マリーゴールドの花のような色を表す、英米ではポピュラーな伝統的な色名。色名になったのは17世紀半ば頃。いわば西洋の山吹色であるが、色名にゴールドを含むこの色と、 小判の形容になる山吹色が共通過するのは黄金の色の連想である。,#FFA000,あざやかな赤みの黄
レモンイエロー,8Y 8/12,@@は@@の色名であるが、この色の絵の具が登場したのは19世紀後半。この時代にクロームイエローとカドミウムイエロ一の絵の具が生産されるようになり、その中の@@の絵の具の色の色名になった。,#E8C800,あざやかな緑みの黄
オリーブ,7.5Y 3.5/4,旧約聖書の創世記にすでに@@の葉が出てくるように、ヨーロッパ人の生活には不可欠な植物。その実の色を表す英語の色名ができたのは18世紀。アメリカでは黄の色相の暗い色調を分類するための基本的な色名の一つとされることがある。,#605627,暗い緑みの黄
オリーブグリーン,2.5GY 3.5/3,@@のつく色名は、イエロー、ブラウン、グリーン、グレイなどがあり、 その色域はかなり広いが、17世紀に初めて英語の色名になったのは@@であった。これが生の実の色なのか葉の色のことなのかはわかっていない。,#565838,暗い灰みの黄緑
バイオレット,2.5P 4/11,青紫系の英語の色名としては最も古いものの一つ。@@はスミレ属の総称で、スミレの花の色を表す色名。可視スペクトルを発見したニュートンは、虹の七色の一番波長が短い色を@@と呼んだ。,#6D52AB,あざやかな青紫
ラベンダー,5P 6/3,19世紀後半にできた、@@の花のような色を表す色名。この花は水浴の際の香水に用いられたのでラテン語の洗うという意味のラバレ、青みのあることを表すリベレなどから名前がついたとのことである。,#9E8EAE,灰みの青みを帯びた紫
チャコールグレイ,5P 3/1,@@は木炭、炭の意味。日本では消炭色(けしずみいろ)ということになるだろう。英語の色名には@@グレイと@@プラックがあるが、どちらも同じ色で黒よりわずかに灰色を感じさせる色のことになる。,#4E4854,紫みの暗い灰色
