name,munsell,description,rgb,systemcolorname
バーガンディ,10RP 2/2.5,フランスのブルゴーニュ産の赤ワインのような色を表す色名。@@はブルゴーニュの英語名。色名の誕生は1915年と新しい。,#452A35,ごく暗い紫みの赤
タン,6YR 5/6,カシ、ナラなどの樹皮から採取した汁はタンニン酸を含み、獣皮をなめすのに使用された。そのなめし革が@@革であり、その色が@@と呼ばれた。16世紀にはすでに英語の他名として記録されている。,#A56F3F,くすんだ黄赤
エクルベイジュ,7.5YR 8.5/4,@@も@@もフランス語。@@は「さらしていない」「生の」という意味。@@も未加工の羊毛のような色のことで、二つあわせても生成りの色ということ。それが19 世紀にファッションカラーとなり、流行色の色名になった。,#F8CFAE,うすい赤みの黄
ゴールデンイエロー,7.5YR 7/10,ルネッサンス初期の絵画では聖人を表す光輪は金粉を使った絵の具で描かれていたが、盛期には黄金の輝きに黄の絵の具が使われた。@@も@@も語源は同じだが、16世紀頃に金色を感じさせる黄をこの名で呼ぶようになった。,#F39A38,つよい赤みの黄
ネーブルスイエロー,2.5Y 8/7.5,「ナポリの黄」という意味。@@はイタリアのナポリの英語名。中世にはナポリで用いられていたというこの黄の絵の具は、ナポリ湾岸のヴェスヴィアス火山の鉱物からつくられたと信じられていたので、この名で知られることになった。,#F2C26B,つよい黄
ジョンブリアン,5Y 8.5/14,フランス語で「輝かしい黄色」を意味する色名。中世にナポリの黄として知られていた絵の具に代わって、 新しい黄の絵の具がつくられるようになり、それにこの色名が与えられた。今は鮮やかな黄を示す。,#FFCC00,あざやかな黄
シャトルーズグリーン,4GY 8/10,フランスの@@修道院でつくられたリキュールが色名の起源。 このリキュールには黄色と緑色のものがあり、その緑色のような色を表す。色名はリキュールができた時代よりも新しく、20世紀初頭の流行色の色名である。,#BDD458,明るい黄緑
ボトルグリーン,5G 2.5/3,酒の輸送に使われるのが樽からガラスのボトルとコルク栓に変わったのは17世紀になってから。そのボトルには緑のガラスが使用された。それが薬瓶などにも普及して緑色の瓶の色が色名になったのは19世紀初め。,#264435,ごく暗い緑
サックスブルー,1PB 5/4.5,@@はドイツ東部の州であるザクセンの英語名。「サクソン人の青」という意味。藍染めの名前として広く一般に用いられるようになり、 主に繊維製品のための色名となった。,#627DA1,くすんだ青
スレートグレイ,2.5PB 3.5/0.5,西洋諸国で屋根の瓦として使われる、粘板岩の薄板が@@。この色名はグレイで、暗い灰色を表すが、@@のカラーにはほかにもブルー、ブラック、バイオレット、オリーブ、パープルなどいろいろバリエーションがある。,#56555E,暗い灰色
ランプブラック,N1,人類が発見した真っ黒な黒色絵の具の原料は、炭素そのもののような煤である。@@はランプの油を燃焼させてできた煤からとられた黒。炭素の黒のカーポンブラックの同類である。昔からこれに勝る黒はなかなかほかには見つからなかった。,#1C1C1C,黒
青磁色（せいじいろ）,7.5G 6.5/4,中国の唐の時代につくられた@@は、平安時代に日本にも知られて 「秘色(ひそく)」と呼ばれていた。その青い磁器の肌のような色の染色の色名が後に@@と呼ばれるようになった。,#80AA9F,やわらかい青みの緑
群青色（ぐんじょういろ）,7.5PB 3.5/11,青の集まりを意味する伝統的な色名。群青は藍銅鉱(らんどうこう)という鉱物を原料とする、日本画の代表的な青色絵の具の色名であるが、そのような色のことも@@という。一般にもよく知られた色名である。,#414FA3,こい紫みの青
生成り色（きなりいろ）,10YR 9/1,何も加工しない生地のままの繊維の色を表したごく新しい色名。素朴な自然志向の時代風潮から、自然素材の色に近いこの色の色名が一般化した。,#F0E2E0,赤みを帯びた黄みの白
ワインレッド,10RP 3/9,赤ワインのような色を表す英語の色名。ワインの歴史は非常に古いが、英語でこい紫みの赤の色調を表現する色名になったのは18世紀のことで比較的新しく、その当初からワインカラーといえば赤ワインの色のことであった。,#83274E,こい紫みの赤
ボルドー,2.5R 2.5/3,英語のワインレッドという色名ができる200年前から、赤ワインの色を表すクラレットという色名が使われていた。これはフランスのボルドー産赤ワインのことだが、19世紀にはボルドーが国際的に通用する色名となった。,#55353B,ごく暗い赤
ベビーピンク,4R 8.5/4,欧米で乳幼児服の標準色として、 習慣的に用いられているピンク。色名としては比較的新しい。軟らかな雰囲気の色調で、日本でもベビー服の定番カラーとしてよく用いられるが、化粧品のカラーラインナップなどでも見られる色である。,#FFC9D2,うすい赤
スカーレット,7R 5/14,英語の色名としては13世紀には誕生していた。中世ラテン語のスカルラトゥム、さらにさかのぼればベルシャ語の織物の名前だったといわれている。日本語の緋色(ひいろ)に相当するとされる。,#DE4335,あざやかな黄みの赤
ベージュ,10YR 7/2.5,@@は13世紀頃のフランス語で未加工、未漂白、未染色の毛織物の色の名前であった。その前はイタリア語でつめものの綿くずのことだったとも。それが19世紀には流行色の色名として、高級な色のシンボルとされるようになった。,#C1AB96,明るい灰みの赤みを帯びた黄
カーキー,1Y 5/5.5,19世紀半ば、インドに駐在していたイギリスの部隊が、この色の軍服を採用し、現地の言葉の@@をその色の名にしたとのこと。ミリタリーカラーの始まりである。@@はペルシャ語、ヒンディー語でちり、ほこりのようなという意味。,#9A753A,くすんだ赤みの黄
ブロンド,2Y 7.5/7,11世紀頃のフランス語の色名に由来するが、起源は古ゲルマン語で、 単に明るい色という意味だったようである。それが主に金髪を表す特殊な色名になった。英語の色名としても15世紀には使われていたようである。,#E3B466,やわらかい黄
クリームイエロー,5Y 8.5/3.5,乳製品として広く普及しているクリームの色。中世には英、仏語ですでに色名になっていた。日本ではおそらく中国語経由で酥色(そしょく) という色名が入り、明治初期の教科書に紹介されている。クリームは今では大変一般的な色名である。,#E8D5AF,ごくうすい黄
マリンブルー,5B 3/7,この色名の由来は、ヨーロッパ諸国の水夫、水兵などの海軍従事者が伝統的に藍染めの制服を着用していたことにある。19世紀初期には、流行色としてよく知られるようになった。近代の海軍の制服は化学染料に変わったが藍色に変わりはない。,#005175,こい緑みの青
シアン,7.5B 6/10,古代ギリシャ語で「暗い」という意味のcyanosという言葉から派生した色名とされている。印刷、カラーフィルム、染色などの減法混色による色再現では、シアンは三原色の一つとしてあげられている。,#219DDD,明るい青
ベビーブルー,10B 7.5/3,欧米で乳幼児服の標準色として用いられてきた色の色名。ベビーピンクよりも早くから使われていたが、それでも19世紀末のこと。青は聖母マリアの色で、その色を生まれた子どもに着せたいという願いを母親が抱いていたということである。,#ABBDDA,明るい灰みの青
コバルトブルー,3PB 4/10,コバルトアルミン酸塩を主成分とするこの色が1777年に発見されたときに色名は登場。多くの画家達がこの色の絵の具を使うことができるようになったのは19世紀中頃から。印象派の画家たちが恩恵を一番受けた。海の色の形容に用いることも多い色名。,#2863AB,あざやかな青
ネービーブルー,6PB 2.5/4,イギリス海軍の制服の色といえば濃い藍染めの青と決まっていたので、日本でいう紺色は19世紀には英語でネービーブルーの通称で呼ばれていた。今では海軍の色というよりは紺色の一般的な流行色の色名として知られている。,#333C5E,暗い紫みの青
モーブ,5P 4.5/9,人類で初めて化学染料を発見したのはイギリスの化学者パーキンで、 その紫色の染料の色を、フランス語でアオイの意味の@@とした。英語にも同じ意味のマローがあったが、この色は@@の名で知られるようになった。,#835FA8,つよい青みの紫
パープル,7.5P 5/12,@@の語源は古代ギリシャ語のポルフォラ、ラテン語のプルプラなどに由来する。英語のパープルは 10世紀頃に生まれたようである。 色の名前が先なのか、古代紫といわれる貝紫を採取するプルプラ貝の名前が先だったのかはわからない。,#A260BF,あざやかな紫
マゼンタ,5RP 5/14,減法混色の三原色の赤紫を表す色名。フランスでこの赤紫色の合成染料が発見されたとき、イタリア統一戦争で同盟軍が@@の戦場で勝利をおさめた。それを記念して、その色をイタリアの地名@@の名で呼ぶようになった。,#C949A2,あざやかな赤紫
シルバーグレイ,N6.5,日本でも欧米でも銀は白く輝くほど値打ちがあると思われていたので、 シルバーは17世紀までホワイトと呼ばれたり、グレイと呼ばれたりしていたが、どちらも同じ色であった。 炭酸鉛の白色の鉛白の絵の具はシルバーホワイトとされる。,#A0A0A0,明るい灰色
